ID,Sales Person,Geo,Product,Date,Amount,Customers,Boxes
3435,Beverie Moffet,Australia,Fruit & Nut Bars,1/14/2022,$182 ,189,19
3436,Jehu Rudeforth,New Zealand,After Nines,1/7/2022,"$7,742 ",308,388
3437,Gigi Bohling,Australia,Fruit & Nut Bars,1/27/2022,"$1,897 ",445,211
3438,Curtice Advani,Australia,After Nines,1/24/2022,"$1,113 ",258,70
3439,Andria Kimpton,Australia,Manuka Honey Choco,1/11/2022,"$6,699 ",185,609
3440,Dennison Crosswaite,USA,Orange Choco,1/14/2022,"$7,805 ",145,488
3441,Kelci Walkden,UK,Spicy Special Slims,1/11/2022,"$8,134 ",244,1162
3442,Ches Bonnell,Canada,99% Dark & Pure,1/28/2022,"$12,901 ",96,993
3443,Curtice Advani,Australia,Milk Bars,1/14/2022,"$7,189 ",359,423
3444,Kelci Walkden,UK,Organic Choco Syrup,1/21/2022,"$3,073 ",9,205
3445,Beverie Moffet,Canada,85% Dark Bars,1/17/2022,"$4,319 ",129,864
3446,Van Tuxwell,India,Organic Choco Syrup,1/19/2022,$252 ,203,23
3447,Oby Sorrel,India,Manuka Honey Choco,1/7/2022,"$3,094 ",184,258
3448,Marney O'Breen,India,Caramel Stuffed Bars,1/4/2022,"$4,578 ",175,509
3449,Wilone O'Kielt,USA,Caramel Stuffed Bars,1/26/2022,"$6,153 ",60,684
3450,Gunar Cockshoot,India,99% Dark & Pure,1/6/2022,"$2,401 ",153,161
3451,Camilla Castle,Australia,Peanut Butter Cubes,1/25/2022,"$5,334 ",184,411
3452,Kelci Walkden,UK,Choco Coated Almonds,1/27/2022,"$10,766 ",146,634
3453,Karlen McCaffrey,UK,Orange Choco,1/5/2022,"$7,651 ",76,511
3454,Brien Boise,UK,Smooth Sliky Salty,1/24/2022,$315 ,7,20
3455,Jan Morforth,USA,Caramel Stuffed Bars,1/5/2022,"$7,189 ",115,654
3456,Kelci Walkden,UK,Peanut Butter Cubes,1/24/2022,"$1,918 ",172,137
3457,Jan Morforth,New Zealand,Manuka Honey Choco,1/27/2022,"$12,376 ",15,884
3458,Marney O'Breen,New Zealand,Raspberry Choco,1/19/2022,"$1,134 ",302,54
3459,Camilla Castle,Australia,Raspberry Choco,1/25/2022,"$3,248 ",74,155
3460,Brien Boise,Australia,Milk Bars,1/11/2022,"$5,670 ",113,405
3461,Van Tuxwell,India,White Choc,1/19/2022,"$5,369 ",277,1074
3462,Andria Kimpton,Canada,Raspberry Choco,1/19/2022,"$3,913 ",17,187
3463,Brien Boise,Australia,Peanut Butter Cubes,1/11/2022,"$5,922 ",169,423
3464,Dotty Strutley,Canada,70% Dark Bites,1/10/2022,"$1,988 ",396,87
3465,Camilla Castle,UK,Manuka Honey Choco,1/19/2022,$273 ,444,28
3466,Ches Bonnell,Canada,Orange Choco,1/10/2022,"$7,679 ",161,480
3467,Andria Kimpton,Canada,Organic Choco Syrup,1/28/2022,"$7,161 ",209,651
3468,Madelene Upcott,India,Fruit & Nut Bars,1/4/2022,"$2,387 ",172,299
3469,Gunar Cockshoot,New Zealand,Milk Bars,1/12/2022,"$4,039 ",17,238
3470,Camilla Castle,Canada,Drinking Coco,1/19/2022,"$6,041 ",16,1209
3471,Gigi Bohling,India,White Choc,1/26/2022,"$2,933 ",181,367
3472,Jehu Rudeforth,UK,Baker's Choco Chips,1/24/2022,"$2,772 ",20,116
3473,Brien Boise,New Zealand,Caramel Stuffed Bars,1/14/2022,"$2,989 ",114,374
3474,Beverie Moffet,Canada,Choco Coated Almonds,1/25/2022,"$5,747 ",48,320
3475,Kaine Padly,New Zealand,Fruit & Nut Bars,1/14/2022,"$2,485 ",55,277
3476,Madelene Upcott,New Zealand,Orange Choco,1/5/2022,"$6,475 ",275,405
3477,Husein Augar,Australia,Spicy Special Slims,1/26/2022,"$10,115 ",51,1265
3478,Gunar Cockshoot,UK,Fruit & Nut Bars,1/28/2022,"$11,935 ",138,1492
3479,Ches Bonnell,Canada,85% Dark Bars,1/19/2022,"$3,052 ",226,611
3480,Beverie Moffet,Canada,After Nines,1/28/2022,"$5,089 ",44,268
3481,Madelene Upcott,Canada,White Choc,1/19/2022,"$3,108 ",26,389
3482,Ches Bonnell,India,Almond Choco,1/21/2022,"$5,908 ",329,247
3483,Mallorie Waber,New Zealand,Manuka Honey Choco,1/5/2022,"$1,792 ",225,138
3484,Barr Faughny,New Zealand,Organic Choco Syrup,1/14/2022,"$6,321 ",270,575
3485,Van Tuxwell,Canada,White Choc,1/19/2022,"$2,758 ",362,307
3486,Barr Faughny,Canada,Peanut Butter Cubes,1/27/2022,"$6,811 ",219,568
3487,Marney O'Breen,Australia,Eclairs,1/5/2022,"$6,643 ",65,739
3488,Curtice Advani,USA,White Choc,1/14/2022,"$13,328 ",389,1904
3489,Kelci Walkden,USA,Eclairs,1/26/2022,"$5,355 ",59,412
3490,Camilla Castle,New Zealand,After Nines,1/20/2022,"$13,062 ",142,817
3491,Gunar Cockshoot,New Zealand,Baker's Choco Chips,1/6/2022,"$14,609 ",159,636
3492,Dennison Crosswaite,UK,85% Dark Bars,1/19/2022,"$3,556 ",96,445
3493,Gunar Cockshoot,India,Organic Choco Syrup,1/17/2022,"$20,741 ",101,1596
3494,Mallorie Waber,India,85% Dark Bars,1/24/2022,"$11,249 ",150,1607
3495,Rafaelita Blaksland,India,Milk Bars,1/18/2022,"$1,757 ",217,104
3496,Beverie Moffet,Australia,Organic Choco Syrup,1/24/2022,$350 ,229,25
3497,Curtice Advani,India,Baker's Choco Chips,1/21/2022,"$1,400 ",223,64
3498,Barr Faughny,India,85% Dark Bars,1/13/2022,"$6,769 ",359,847
3499,Barr Faughny,India,After Nines,1/26/2022,"$9,002 ",122,563
3500,Madelene Upcott,Canada,Manuka Honey Choco,1/19/2022,"$9,975 ",169,713
3501,Kaine Padly,India,Milk Bars,1/19/2022,"$6,307 ",35,371
3502,Andria Kimpton,New Zealand,50% Dark Bites,1/7/2022,"$2,079 ",109,87
3503,Andria Kimpton,Australia,50% Dark Bites,1/17/2022,"$4,816 ",15,186
3504,Roddy Speechley,UK,99% Dark & Pure,1/3/2022,"$13,426 ",46,1033
3505,Andria Kimpton,India,50% Dark Bites,1/26/2022,"$5,775 ",308,231
3506,Mallorie Waber,India,Milk Bars,1/7/2022,"$18,130 ",24,1008
3507,Gunar Cockshoot,India,Peanut Butter Cubes,1/28/2022,"$9,247 ",18,578
3508,Gigi Bohling,Canada,Manuka Honey Choco,1/31/2022,"$8,162 ",489,742
3509,Brien Boise,USA,Mint Chip Choco,1/14/2022,$812 ,313,37
3510,Brien Boise,Canada,Spicy Special Slims,1/4/2022,"$10,710 ",327,1339
3511,Barr Faughny,Canada,After Nines,1/24/2022,"$8,617 ",15,507
3512,Andria Kimpton,Canada,Peanut Butter Cubes,1/28/2022,"$10,731 ",332,826
3513,Beverie Moffet,USA,99% Dark & Pure,1/26/2022,$980 ,123,76
3514,Kelci Walkden,Canada,Mint Chip Choco,1/25/2022,"$1,393 ",121,67
3515,Roddy Speechley,New Zealand,Raspberry Choco,1/19/2022,"$8,225 ",275,433
3516,Oby Sorrel,New Zealand,Raspberry Choco,1/12/2022,"$3,339 ",225,197
3517,Roddy Speechley,Canada,99% Dark & Pure,1/26/2022,"$4,053 ",276,312
3518,Wilone O'Kielt,New Zealand,Smooth Sliky Salty,1/24/2022,"$5,110 ",252,394
3519,Karlen McCaffrey,Canada,50% Dark Bites,1/18/2022,"$4,557 ",14,163
3520,Gunar Cockshoot,Australia,Manuka Honey Choco,1/6/2022,"$6,727 ",330,673
3521,Madelene Upcott,USA,85% Dark Bars,1/18/2022,"$4,774 ",257,531
3522,Marney O'Breen,New Zealand,Almond Choco,1/25/2022,"$6,447 ",162,258
3523,Karlen McCaffrey,New Zealand,Mint Chip Choco,1/26/2022,"$6,034 ",37,263
3524,Kelci Walkden,Australia,Drinking Coco,1/4/2022,"$15,372 ",215,3075
3525,Gunar Cockshoot,UK,Choco Coated Almonds,1/24/2022,"$4,753 ",63,251
3526,Marney O'Breen,Australia,99% Dark & Pure,1/10/2022,"$4,039 ",182,337
3527,Karlen McCaffrey,New Zealand,85% Dark Bars,1/10/2022,$735 ,8,105
3528,Marney O'Breen,UK,After Nines,1/14/2022,"$2,786 ",26,175
3529,Madelene Upcott,UK,Choco Coated Almonds,1/11/2022,"$17,115 ",513,815
3530,Gigi Bohling,India,Drinking Coco,1/14/2022,"$4,774 ",273,955
3531,Oby Sorrel,India,Fruit & Nut Bars,1/3/2022,"$15,204 ",7,1383
3532,Roddy Speechley,India,Baker's Choco Chips,1/25/2022,"$6,111 ",210,291
3533,Kelci Walkden,New Zealand,Fruit & Nut Bars,1/4/2022,$945 ,49,135
3534,Karlen McCaffrey,USA,70% Dark Bites,1/6/2022,"$1,960 ",192,86
3535,Jan Morforth,Australia,Raspberry Choco,1/25/2022,"$9,156 ",375,509
3536,Mallorie Waber,Australia,Spicy Special Slims,1/27/2022,"$4,809 ",28,802
3537,Ches Bonnell,Canada,Peanut Butter Cubes,1/10/2022,"$3,381 ",240,242
3538,Jan Morforth,New Zealand,Spicy Special Slims,1/27/2022,"$8,890 ",343,1482
3539,Rafaelita Blaksland,Canada,Manuka Honey Choco,1/27/2022,"$2,065 ",158,173
3540,Mallorie Waber,UK,Smooth Sliky Salty,1/6/2022,"$10,409 ",33,744
3541,Gunar Cockshoot,USA,Smooth Sliky Salty,1/11/2022,"$18,788 ",121,1342
3542,Andria Kimpton,Australia,White Choc,1/18/2022,"$4,928 ",71,704
3543,Barr Faughny,Australia,Organic Choco Syrup,1/3/2022,"$9,394 ",222,627
3544,Dotty Strutley,Australia,Orange Choco,1/13/2022,"$5,152 ",100,304
3545,Gunar Cockshoot,Australia,Mint Chip Choco,1/3/2022,"$7,112 ",58,285
3546,Andria Kimpton,New Zealand,Smooth Sliky Salty,1/14/2022,"$7,028 ",29,469
3547,Ches Bonnell,New Zealand,Raspberry Choco,1/21/2022,"$20,720 ",78,1091
3548,Andria Kimpton,Australia,After Nines,1/7/2022,"$3,682 ",331,217
3549,Wilone O'Kielt,Australia,White Choc,1/14/2022,"$3,220 ",65,537
3550,Madelene Upcott,India,Raspberry Choco,1/13/2022,"$10,598 ",336,589
3551,Oby Sorrel,Canada,99% Dark & Pure,1/5/2022,"$7,651 ",106,589
3552,Wilone O'Kielt,Australia,Caramel Stuffed Bars,1/26/2022,"$14,266 ",74,1427
3553,Gigi Bohling,Canada,After Nines,1/28/2022,"$9,730 ",12,609
3554,Karlen McCaffrey,India,Caramel Stuffed Bars,1/10/2022,"$4,200 ",335,467
3555,Andria Kimpton,India,85% Dark Bars,1/21/2022,"$13,195 ",215,2200
3556,Van Tuxwell,Canada,Mint Chip Choco,1/5/2022,"$13,986 ",162,583
3557,Van Tuxwell,UK,Drinking Coco,1/3/2022,$70 ,347,12
3558,Dotty Strutley,UK,Baker's Choco Chips,1/11/2022,"$9,401 ",164,448
3559,Oby Sorrel,Australia,Manuka Honey Choco,1/7/2022,"$1,491 ",29,136
3560,Rafaelita Blaksland,India,Almond Choco,1/11/2022,"$13,874 ",226,534
3561,Jan Morforth,Australia,Organic Choco Syrup,1/18/2022,"$1,379 ",46,99
3562,Madelene Upcott,UK,Almond Choco,1/11/2022,"$5,369 ",182,199
3563,Dotty Strutley,UK,White Choc,1/5/2022,"$7,469 ",11,1067
3564,Dennison Crosswaite,India,Almond Choco,1/24/2022,"$4,361 ",310,156
3565,Van Tuxwell,India,Mint Chip Choco,1/18/2022,"$6,426 ",42,268
3566,Wilone O'Kielt,Canada,70% Dark Bites,1/25/2022,"$5,173 ",85,247
3567,Madelene Upcott,UK,Caramel Stuffed Bars,1/7/2022,"$3,878 ",348,485
3568,Gunar Cockshoot,UK,Orange Choco,1/26/2022,"$3,143 ",210,197
3569,Oby Sorrel,Australia,99% Dark & Pure,1/4/2022,"$2,373 ",342,159
3570,Rafaelita Blaksland,UK,Eclairs,1/3/2022,"$7,749 ",15,775
3571,Wilone O'Kielt,Canada,Mint Chip Choco,1/10/2022,"$6,741 ",187,307
3572,Wilone O'Kielt,Australia,Choco Coated Almonds,1/12/2022,"$3,920 ",270,207
3573,Ches Bonnell,Australia,Caramel Stuffed Bars,1/5/2022,"$1,316 ",351,147
3574,Gunar Cockshoot,USA,Eclairs,1/28/2022,"$3,150 ",53,287
3575,Barr Faughny,Australia,After Nines,1/5/2022,"$6,909 ",166,407
3576,Jan Morforth,Australia,50% Dark Bites,1/14/2022,"$4,466 ",2,187
3577,Karlen McCaffrey,USA,99% Dark & Pure,1/28/2022,"$2,247 ",190,205
3578,Gunar Cockshoot,Canada,White Choc,1/3/2022,$329 ,158,66
3579,Karlen McCaffrey,New Zealand,99% Dark & Pure,1/5/2022,"$14,959 ",313,1069
3580,Dennison Crosswaite,Canada,Orange Choco,1/21/2022,"$9,674 ",449,645
3581,Karlen McCaffrey,Canada,99% Dark & Pure,1/4/2022,"$5,376 ",353,489
3582,Madelene Upcott,New Zealand,99% Dark & Pure,1/19/2022,"$9,751 ",120,813
3583,Curtice Advani,Canada,Smooth Sliky Salty,1/21/2022,"$10,031 ",41,669
3584,Gigi Bohling,Canada,Organic Choco Syrup,1/13/2022,"$9,065 ",11,756
3585,Mallorie Waber,New Zealand,85% Dark Bars,1/10/2022,"$8,512 ",10,946
3586,Karlen McCaffrey,USA,White Choc,1/7/2022,"$5,425 ",48,905
3587,Gunar Cockshoot,UK,Caramel Stuffed Bars,1/25/2022,"$10,563 ",236,1174
3588,Curtice Advani,UK,Manuka Honey Choco,1/25/2022,"$7,693 ",16,642
3589,Andria Kimpton,UK,After Nines,1/21/2022,"$5,117 ",138,256
3590,Mallorie Waber,Canada,Baker's Choco Chips,1/26/2022,"$4,312 ",239,206
3591,Brien Boise,Australia,Mint Chip Choco,1/10/2022,"$5,670 ",216,237
3592,Dotty Strutley,UK,99% Dark & Pure,1/11/2022,"$1,372 ",45,92
3593,Rafaelita Blaksland,USA,White Choc,1/26/2022,"$1,183 ",16,148
3594,Barr Faughny,UK,Eclairs,1/7/2022,"$3,052 ",119,340
3595,Dotty Strutley,UK,Spicy Special Slims,1/26/2022,$588 ,9,74
3596,Curtice Advani,UK,Raspberry Choco,1/6/2022,"$6,552 ",51,345
3597,Husein Augar,Australia,70% Dark Bites,1/18/2022,"$10,465 ",142,551
3598,Jehu Rudeforth,Australia,Orange Choco,1/13/2022,"$13,916 ",152,928
3599,Roddy Speechley,UK,Raspberry Choco,1/10/2022,"$4,137 ",233,207
3600,Oby Sorrel,India,99% Dark & Pure,1/25/2022,"$4,599 ",33,419
3601,Dennison Crosswaite,Australia,Raspberry Choco,1/11/2022,"$17,773 ",67,988
3602,Dotty Strutley,New Zealand,Fruit & Nut Bars,1/27/2022,"$13,160 ",138,1880
3603,Jan Morforth,New Zealand,Fruit & Nut Bars,1/6/2022,"$3,192 ",174,355
3604,Dotty Strutley,USA,White Choc,1/7/2022,"$3,241 ",226,541
3605,Ches Bonnell,India,Drinking Coco,1/4/2022,"$9,576 ",13,1368
3606,Gigi Bohling,New Zealand,Raspberry Choco,1/14/2022,"$11,403 ",367,634
3607,Husein Augar,India,Milk Bars,1/14/2022,$98 ,64,6
3608,Roddy Speechley,New Zealand,70% Dark Bites,1/6/2022,"$11,389 ",89,496
3609,Husein Augar,New Zealand,Eclairs,1/7/2022,$546 ,288,55
3610,Wilone O'Kielt,USA,Baker's Choco Chips,1/10/2022,"$18,697 ",197,891
3611,Dotty Strutley,India,99% Dark & Pure,1/25/2022,"$3,878 ",322,277
3612,Roddy Speechley,UK,Peanut Butter Cubes,1/28/2022,"$2,765 ",229,213
3613,Husein Augar,Canada,99% Dark & Pure,1/3/2022,"$7,721 ",241,594
3614,Brien Boise,Canada,Peanut Butter Cubes,1/24/2022,"$12,894 ",253,1075
3615,Brien Boise,USA,Caramel Stuffed Bars,1/28/2022,"$7,112 ",37,647
3616,Beverie Moffet,New Zealand,Milk Bars,1/7/2022,"$1,015 ",421,60
3617,Gunar Cockshoot,Australia,Orange Choco,1/25/2022,"$3,801 ",173,212
3618,Marney O'Breen,India,Orange Choco,1/4/2022,"$2,513 ",130,158
3619,Barr Faughny,New Zealand,Baker's Choco Chips,1/7/2022,"$6,566 ",388,299
3620,Madelene Upcott,UK,85% Dark Bars,1/12/2022,"$1,526 ",238,218
3621,Wilone O'Kielt,New Zealand,Peanut Butter Cubes,1/7/2022,"$8,204 ",14,547
3622,Jan Morforth,USA,White Choc,1/25/2022,"$6,146 ",418,683
3623,Oby Sorrel,USA,Baker's Choco Chips,1/21/2022,"$4,977 ",285,227
3624,Marney O'Breen,New Zealand,Peanut Butter Cubes,1/7/2022,"$13,153 ",86,1097
3625,Dotty Strutley,Canada,Milk Bars,1/25/2022,"$1,008 ",212,68
3626,Camilla Castle,Australia,Caramel Stuffed Bars,1/18/2022,"$1,246 ",24,156
3627,Wilone O'Kielt,USA,Spicy Special Slims,1/27/2022,"$9,072 ",68,1296
3628,Mallorie Waber,New Zealand,After Nines,1/5/2022,"$6,664 ",41,334
3629,Madelene Upcott,UK,Manuka Honey Choco,1/18/2022,"$1,666 ",156,129
3630,Van Tuxwell,Canada,Baker's Choco Chips,1/12/2022,"$1,253 ",90,57
3631,Oby Sorrel,Australia,Spicy Special Slims,1/11/2022,"$14,105 ",133,2015
3632,Andria Kimpton,UK,Orange Choco,1/21/2022,"$6,930 ",215,385
3633,Wilone O'Kielt,India,Organic Choco Syrup,1/28/2022,"$3,787 ",678,345
3634,Madelene Upcott,Australia,Manuka Honey Choco,1/25/2022,$469 ,151,47
3635,Roddy Speechley,New Zealand,Smooth Sliky Salty,1/5/2022,"$6,223 ",16,389
3636,Mallorie Waber,USA,50% Dark Bites,1/14/2022,"$7,714 ",211,286
3637,Wilone O'Kielt,Canada,Caramel Stuffed Bars,1/4/2022,"$1,232 ",134,103
3638,Jehu Rudeforth,Australia,Almond Choco,1/13/2022,"$4,711 ",204,182
3639,Kaine Padly,Canada,Mint Chip Choco,1/17/2022,"$2,569 ",36,123
3640,Kelci Walkden,Australia,Mint Chip Choco,1/12/2022,"$1,477 ",60,68
3641,Marney O'Breen,India,Eclairs,1/13/2022,"$8,687 ",121,869
3642,Barr Faughny,USA,Orange Choco,1/7/2022,"$1,288 ",286,81
3643,Jehu Rudeforth,Australia,Fruit & Nut Bars,1/11/2022,"$2,639 ",135,240
3644,Andria Kimpton,UK,Organic Choco Syrup,1/26/2022,"$3,059 ",218,204
3645,Gunar Cockshoot,New Zealand,White Choc,1/4/2022,"$5,306 ",85,758
3646,Dennison Crosswaite,New Zealand,Peanut Butter Cubes,1/28/2022,"$2,674 ",60,168
3647,Roddy Speechley,Canada,85% Dark Bars,1/7/2022,"$8,225 ",283,1371
3648,Gigi Bohling,Australia,White Choc,1/28/2022,$378 ,113,54
3649,Van Tuxwell,New Zealand,White Choc,1/4/2022,"$3,808 ",219,762
3650,Curtice Advani,India,Caramel Stuffed Bars,1/25/2022,$385 ,128,35
3651,Oby Sorrel,Australia,Raspberry Choco,1/26/2022,"$10,633 ",25,507
3652,Beverie Moffet,India,Peanut Butter Cubes,1/6/2022,"$5,530 ",200,369
3653,Brien Boise,Canada,50% Dark Bites,1/5/2022,"$3,731 ",319,156
3654,Curtice Advani,UK,After Nines,1/13/2022,"$3,528 ",250,196
3655,Mallorie Waber,Canada,Choco Coated Almonds,1/24/2022,"$3,444 ",172,182
3656,Madelene Upcott,New Zealand,Manuka Honey Choco,1/21/2022,"$9,968 ",135,907
3657,Jan Morforth,UK,Caramel Stuffed Bars,1/3/2022,"$5,579 ",130,558
3658,Wilone O'Kielt,New Zealand,50% Dark Bites,1/27/2022,"$3,983 ",389,160
3659,Karlen McCaffrey,Canada,Fruit & Nut Bars,1/24/2022,"$11,900 ",13,1700
3660,Jan Morforth,Australia,70% Dark Bites,1/13/2022,"$7,882 ",209,415
3661,Barr Faughny,Canada,Smooth Sliky Salty,1/24/2022,"$10,794 ",429,771
3662,Van Tuxwell,India,Caramel Stuffed Bars,1/14/2022,"$3,752 ",7,469
3663,Camilla Castle,India,After Nines,1/25/2022,$490 ,41,25
3664,Rafaelita Blaksland,Australia,Peanut Butter Cubes,1/21/2022,"$5,243 ",35,437
3665,Ches Bonnell,Canada,Smooth Sliky Salty,1/14/2022,"$6,818 ",224,487
3666,Camilla Castle,UK,Orange Choco,1/4/2022,$763 ,331,48
3667,Madelene Upcott,New Zealand,Baker's Choco Chips,1/13/2022,"$7,833 ",330,373
3668,Madelene Upcott,India,Orange Choco,1/25/2022,"$5,642 ",49,314
3669,Gigi Bohling,India,Fruit & Nut Bars,1/25/2022,"$7,266 ",243,909
3670,Jehu Rudeforth,Australia,Eclairs,1/5/2022,"$6,769 ",196,565
3671,Jehu Rudeforth,India,Organic Choco Syrup,1/14/2022,$840 ,308,70
3672,Curtice Advani,USA,Organic Choco Syrup,1/26/2022,"$4,676 ",72,390
3673,Kaine Padly,India,Fruit & Nut Bars,1/13/2022,"$3,157 ",344,351
3674,Kelci Walkden,Canada,Peanut Butter Cubes,1/6/2022,"$1,995 ",159,125
3675,Marney O'Breen,India,85% Dark Bars,1/18/2022,"$8,855 ",275,1771
3676,Brien Boise,UK,85% Dark Bars,1/13/2022,"$1,043 ",209,131
3677,Gigi Bohling,New Zealand,White Choc,1/19/2022,"$2,786 ",107,310
3678,Dennison Crosswaite,India,99% Dark & Pure,1/25/2022,"$2,527 ",143,195
3679,Mallorie Waber,UK,Caramel Stuffed Bars,1/25/2022,"$4,242 ",140,425
3680,Ches Bonnell,USA,Peanut Butter Cubes,1/18/2022,"$15,253 ",48,954
3681,Beverie Moffet,India,Manuka Honey Choco,1/10/2022,"$5,495 ",251,393
3682,Karlen McCaffrey,UK,Raspberry Choco,1/28/2022,"$7,217 ",245,401
3683,Van Tuxwell,New Zealand,After Nines,1/26/2022,"$6,559 ",199,328
3684,Brien Boise,Australia,Choco Coated Almonds,1/7/2022,"$10,318 ",38,516
3685,Mallorie Waber,India,Eclairs,1/14/2022,"$2,205 ",259,170
3686,Dennison Crosswaite,Canada,Eclairs,1/21/2022,"$3,731 ",428,374
3687,Beverie Moffet,New Zealand,Drinking Coco,1/6/2022,"$6,328 ",255,791
3688,Beverie Moffet,USA,Manuka Honey Choco,1/24/2022,"$3,227 ",31,269
3689,Brien Boise,Canada,Raspberry Choco,1/18/2022,"$1,197 ",50,60
3690,Rafaelita Blaksland,New Zealand,Spicy Special Slims,1/10/2022,$756 ,6,95
3691,Kelci Walkden,Australia,Choco Coated Almonds,1/21/2022,"$6,797 ",153,324
3692,Ches Bonnell,India,Milk Bars,1/10/2022,"$16,121 ",55,896
3693,Jan Morforth,UK,After Nines,1/24/2022,"$1,113 ",254,66
3694,Brien Boise,New Zealand,After Nines,1/18/2022,"$2,765 ",186,146
3695,Beverie Moffet,UK,Orange Choco,1/25/2022,"$5,033 ",368,297
3696,Brien Boise,USA,99% Dark & Pure,1/7/2022,"$3,843 ",54,275
3697,Jan Morforth,Australia,Spicy Special Slims,1/7/2022,"$11,907 ",186,1323
3698,Van Tuxwell,USA,Mint Chip Choco,1/26/2022,"$9,289 ",367,443
3699,Karlen McCaffrey,Australia,85% Dark Bars,1/25/2022,"$6,580 ",15,1316
3700,Oby Sorrel,Canada,Drinking Coco,1/4/2022,"$8,099 ",86,1620
3701,Ches Bonnell,Canada,50% Dark Bites,1/26/2022,"$4,326 ",10,174
3702,Gigi Bohling,UK,99% Dark & Pure,1/17/2022,"$10,206 ",190,851
3703,Van Tuxwell,Australia,Caramel Stuffed Bars,1/14/2022,"$7,847 ",3,654
3704,Kaine Padly,USA,99% Dark & Pure,1/27/2022,"$14,070 ",365,1280
3705,Brien Boise,Canada,Almond Choco,1/18/2022,$329 ,318,14
3706,Dotty Strutley,New Zealand,Peanut Butter Cubes,1/24/2022,"$5,089 ",156,340
3707,Dennison Crosswaite,New Zealand,Spicy Special Slims,1/6/2022,"$7,539 ",373,1077
3708,Wilone O'Kielt,India,Mint Chip Choco,1/10/2022,"$1,407 ",192,67
3709,Brien Boise,Canada,99% Dark & Pure,1/18/2022,"$9,849 ",8,758
3710,Wilone O'Kielt,India,Choco Coated Almonds,1/14/2022,"$14,875 ",422,709
3711,Husein Augar,USA,Milk Bars,1/3/2022,"$7,609 ",393,448
3712,Brien Boise,USA,Organic Choco Syrup,1/3/2022,$420 ,34,28
3713,Ches Bonnell,Australia,Orange Choco,1/13/2022,$924 ,27,66
3714,Camilla Castle,USA,Eclairs,1/21/2022,"$13,867 ",34,1067
3715,Roddy Speechley,Canada,Organic Choco Syrup,1/27/2022,"$2,716 ",29,194
3716,Jehu Rudeforth,Canada,Manuka Honey Choco,1/11/2022,"$4,613 ",70,385
3717,Dotty Strutley,Australia,99% Dark & Pure,1/12/2022,"$15,302 ",258,1392
3718,Marney O'Breen,USA,70% Dark Bites,1/18/2022,$434 ,200,20
3719,Marney O'Breen,UK,Spicy Special Slims,1/28/2022,$735 ,106,147
3720,Curtice Advani,New Zealand,Orange Choco,1/27/2022,"$7,140 ",156,447
3721,Karlen McCaffrey,UK,Milk Bars,1/4/2022,"$10,171 ",63,566
3722,Brien Boise,India,Peanut Butter Cubes,1/18/2022,"$2,086 ",113,131
3723,Dennison Crosswaite,New Zealand,99% Dark & Pure,1/3/2022,"$5,292 ",99,441
3724,Barr Faughny,India,White Choc,1/31/2022,"$2,485 ",48,355
3725,Dotty Strutley,USA,Fruit & Nut Bars,1/26/2022,"$3,920 ",77,392
3726,Gigi Bohling,UK,Manuka Honey Choco,1/21/2022,"$8,785 ",328,879
3727,Gunar Cockshoot,New Zealand,Eclairs,1/25/2022,"$7,588 ",108,690
3728,Mallorie Waber,UK,Organic Choco Syrup,1/28/2022,"$4,690 ",213,427
3729,Beverie Moffet,India,Fruit & Nut Bars,1/25/2022,"$3,815 ",221,382
3730,Andria Kimpton,New Zealand,Organic Choco Syrup,1/3/2022,"$1,260 ",336,105
3731,Karlen McCaffrey,Australia,70% Dark Bites,1/25/2022,"$9,457 ",12,412
3732,Beverie Moffet,Canada,Smooth Sliky Salty,1/13/2022,"$1,883 ",68,118
3733,Wilone O'Kielt,USA,Raspberry Choco,1/14/2022,"$2,114 ",52,118
3734,Karlen McCaffrey,UK,Manuka Honey Choco,1/28/2022,"$8,008 ",261,572
3735,Madelene Upcott,UK,White Choc,1/18/2022,$973 ,155,122
3736,Dennison Crosswaite,USA,Organic Choco Syrup,1/10/2022,"$4,389 ",94,366
3737,Kelci Walkden,USA,99% Dark & Pure,1/27/2022,"$6,776 ",374,522
3738,Husein Augar,UK,Fruit & Nut Bars,1/26/2022,"$3,549 ",184,444
3739,Kaine Padly,Canada,Choco Coated Almonds,1/4/2022,"$6,720 ",244,396
3740,Van Tuxwell,UK,White Choc,1/5/2022,"$2,177 ",214,363
3741,Gunar Cockshoot,UK,Baker's Choco Chips,1/18/2022,"$14,819 ",71,618
3742,Brien Boise,New Zealand,Almond Choco,1/10/2022,"$1,505 ",107,56
3743,Van Tuxwell,USA,Spicy Special Slims,1/10/2022,"$14,119 ",213,1765
3744,Barr Faughny,India,Eclairs,1/10/2022,"$2,814 ",15,282
3745,Wilone O'Kielt,Canada,Almond Choco,1/26/2022,"$2,982 ",326,125
3746,Mallorie Waber,New Zealand,50% Dark Bites,1/26/2022,"$1,715 ",263,62
3747,Dotty Strutley,New Zealand,50% Dark Bites,1/11/2022,"$5,453 ",153,195
3748,Camilla Castle,Australia,Baker's Choco Chips,1/7/2022,$182 ,210,9
3749,Kaine Padly,New Zealand,Baker's Choco Chips,1/26/2022,"$6,762 ",173,294
3750,Kelci Walkden,UK,Fruit & Nut Bars,1/20/2022,"$7,497 ",40,750
